,video_id,Transcription,Date,Length,Original Comparison,headline_sim,abstract_sim,leadpara_sim,top_cosine_sim,top_headline,top_headline_fromtype,top_cosine_sim_keywords,top_headline_keywords,transcript_keywords,top_nyt_article_keywords
61,7295600987648118047, Oh my mom she said that it was for the best remind myself the more I gave you bought me lust I cannot be your friend so I pay the price of what I lost and what it cost now let me off talk,2023-10-30,44,nyt,0.28260133,0.2978392,0.2799634,0.2978392,The Trap of the Overprotected Childhood,abstract,0.22349522,Quotation of the Day: Magic Mushroom Therapy Is Met With a Mix of Elation and Trepidation,oh mom said best remind gave bought lust cannot friend pay price lost cost let talk,quotation day: magic mushroom therapy is met with mix elation trepidation
62,7201125145791155502, I just wanna hear you on my phone right now I just wanna hear your mind Cuz I know what you like boy You're mine,2023-02-17,25,hashtag,0.3113905,0.28583992,0.3363462,0.3363462,"The Bing Who Loved Me, and Elon Rewrites the Algorithm",lead_paragraph,0.23224881,Police Radio Reveals Terror and Confusion in Hunt for Michigan State Gunman,wanna hear phone right wanna hear mind cuz know like boy mine,feed visual investigations michigan state university shooting feb 13 2023 police nine one one 911 emergency phone number michigan state university mcrae anthony d 1979 2023 east lansing mich rumors misinformation radio police radio reveals terror confusion hunt michigan state gunman
63,7294957336022601002, Chameleons don't change color to blend in. Many people think chameleons change color like this. This video has 18 million views on YouTube and it's fake. TV shows get this wrong. Movies get this wrong. Paint commercials get this wrong. It seems the world has a huge misconception about how chameleons actually change color.,2023-10-28,54,hashtag,0.30762884,0.25097644,0.30736214,0.30762884,Why Do Fan-Made Trailers Rule the Internet?,headline,0.32456264,Why Do Fan-Made Trailers Rule the Internet?,chameleons change color blend in. many people think chameleons change color like this. video million views youtube fake. tv shows get wrong. movies get wrong. paint commercials get wrong. seems world huge misconception chameleons actually change color.,television movies fans persons advertising marketing bottoms movie succession tv program the bear tv program social media video recordings downloads streaming why do fan-made trailers rule internet?
64,7304808152556490026," I remember when we broke up the first time, saying, this is it, I've had enough. Because like we hadn't seen each other in a month. When you said you needed space, what? Then you came around again and say, baby, I miss you. And I swear I'm going to change, trust me. Remember how that lasted for one day? I say, I hate you. We break up, you call me, I love you.",2023-11-23,74,nyt,0.31796834,0.2927402,0.33624262,0.33624262,Happy Thanksgiving,lead_paragraph,0.2951196,"First My Husband Left, Then My Stuff","remember broke first time, saying, it, i've enough. like seen month. said needed space, what? came around say, baby, miss you. swear i'm going change, trust me. remember lasted one day? say, hate you. break up, call me, love you.","love emotion divorce separations annulments storage first my husband left, then my stuff"
65,7306609553305652510," This is the best night, I think, of my life, perhaps with the possible exception of the night that I married my wife 30 years ago. I didn't know it, but she and my sister kind of plotted while I was a midshipman at the Naval Academy. She had a picture on the wall in her room, and I think I just fell in love with the photograph, and he asked me for a date. And my mama asked me, Jimmy, what did you do last night? And I said, I went to a movie. She said, did you go with anybody? And I said, yeah, I went with Rosen Smith. And she said, what did you think of her? And I said, she said, well, I'm going to marry.",2023-11-28,130,poster,0.2633198,0.2832469,0.40765142,0.40765142,We Spied on Our Teenage Daughter With a Hidden Camera. Now What Do We Do?,lead_paragraph,0.34383595,Theresa Nist ‘Never Expected to Get to This Part’,"best night, think, life, perhaps possible exception night married wife years ago. know it, sister kind plotted midshipman naval academy. picture wall room, think fell love photograph, asked date. mama asked me, jimmy, last night? said, went movie. said, go anybody? said, yeah, went rosen smith. said, think her? said, said, well, i'm going marry.",reality television the golden bachelor tv program turner gerry the golden bachelor dating relationships age chronological ratings audience measurement theresa nist ‘never expected get this part’
66,7306574948175252742," Let's get loud, let's get loud Turn the music up, let's do it Come on people, let's get loud",2023-11-28,19,hashtag,0.29431504,0.31937346,0.30586797,0.31937346,"Watching People Watch a Game. With 100,000 Friends.",abstract,0.2643919,"Houston Fans Flock to See Beyoncé, on the Big Screen This Time","let's get loud, let's get loud turn music up, let's come people, let's get loud","pop rock music movies fans persons music social media knowles beyonce houston tex houston fans flock see beyoncé, big screen this time"
67,7294050397147139370," You've had implants in your cheeks. Oh God. You've had a dimple made in your chin. Oh please, please. You've had your lips enlarged. Oh please. You've had your eyelids reconstructed. That's stupid. None of it's true. Come on, none of it's true. None of it's true. It's BS. They made it up. They lie. They don't want to give me credit for anything.",2023-10-25,64,nyt,0.22934793,0.24755317,0.34809008,0.34809008,Why My Fall Made Me Feel So Ashamed,lead_paragraph,0.27296618,‘Milli Vanilli’ Review: Blame It on the Fame,"implants cheeks. oh god. dimple made chin. oh please, please. lips enlarged. oh please. eyelids reconstructed. that's stupid. none true. come on, none true. none true. bs. made up. lie. want give credit anything.",documentary films programs rhythm blues music content type personal profile milli vanilli movie milli vanilli korem luke mtv networks paramount plus morvan fabrice pilatus robert farian frank ‘milli vanilli’ review: blame it fame
68,7293334515353734442," Look at this side of the chime and today Mr. War Criminal himself, Barack Obama, more of the same war criminals justifying war crimes. I was just thinking today we haven't heard from Mr. Beacon of Humanity and Morals in over a week, the same guy that sends thousands of drones and kills thousands of civilians. And just like I expected, the statement checks out that dehumanizing language is all there because when Israelis die, they get horrifically attacked and murdered. And then let's just bury in the fact that thousands of Palestinians were also victims, but who really cares?",2023-10-23,100,hashtag,0.47769478,0.51058674,0.6122668,0.6122668,The Jewish Left Is Trying to Hold Two Thoughts at Once,lead_paragraph,0.5880327,"In Northern Gaza, the Price of a Ride South Is Out of Reach for Many","look side chime today mr. war criminal himself, barack obama, war criminals justifying war crimes. thinking today heard mr. beacon humanity morals week, guy sends thousands drones kills thousands civilians. like expected, statement checks dehumanizing language israelis die, get horrifically attacked murdered. let's bury fact thousands palestinians also victims, really cares?","israel gaza war 2023 civilian casualties defense military forces hamas gaza strip israel palestinians war crimes genocide crimes against humanity refugees displaced persons united nations albanese francesca p in northern gaza, price ride south is out reach many"
69,7167865447923240238," Yes, I'm the TikTok text-to-speech girl. My name is Kat. Sometimes you guys make me say some pretty horrendous things. It's pretty messed up. But I kind of think it's funny. My name is Kat Callahan. I am the TikTok voice that's known as Jessie. This is kind of my regular voice, if you will. And then I have Jessie. And Jessie is a lot more like this.",2022-11-19,68,poster,0.23610869,0.28579992,0.29112506,0.29112506,"Liza Colón-Zayas Swears by Brené Brown, ‘Hacks’ and Hugs",lead_paragraph,0.32618472,The Trisha Brown Company Hires a Choreographer Not Named Trisha Brown,"yes, i'm tiktok text-to-speech girl. name kat. sometimes guys make say pretty horrendous things. pretty messed up. kind think funny. name kat callahan. tiktok voice that's known jessie. kind regular voice, will. jessie. jessie lot like this.",dancing brown trisha dance co brown trisha lucas carolyn sanchez ruiz judith the trisha brown company hires choreographer not named trisha brown
70,7288448519873056031," I can't be a Zionist. No way. Such an injustice, such a cruelty, such a distortion. I mean, you know, maybe 10, 15 years ago, a lot of Israelis were not so ardent Zionists. They've become more ardent. I was brainwashed as a youngster. I was a Zionist. I was proud of Israel. I had to, you know, educate myself.",2023-10-10,60,hashtag,0.54466283,0.5072932,0.58659995,0.58659995,A Shaken Israel Is Forced Back to Its Eternal Dilemma,lead_paragraph,0.61886054,The Anti-Israel Left Needs to Take a Hard Look at Itself,"can't zionist. way. injustice, cruelty, distortion. mean, know, maybe , years ago, lot israelis ardent zionists. they've become ardent. brainwashed youngster. zionist. proud israel. to, know, educate myself.",demonstrations protests riots israel gaza war 2023 hamas palestinians civilian casualties jews judaism zionism anti semitism defense military forces israel united states gaza strip the anti-israel left needs take hard look itself
71,7309497257810726187," A second person has died after drinking Panera Bread's Charged Lemonade. Here's what we know. In a lawsuit filed Monday, a Florida man allegedly drank three of the drinks, which come in sizes between 20 and 30 ounces. Later, he suffered a fatal cardiac arrest while walking home. The large 30-ounce size of Panera's Charged Lemonade has about 390 milligrams of caffeine. That's more than an 8-ounce can of Red Bull and a 16-ounce can of Monster combined. It's equivalent to about four cups of coffee. The family that brought the lawsuit states",2023-12-06,93,poster,0.48466596,0.72126657,0.8017405,0.8017405,Panera Bread’s Charged Lemonade Linked to Second Death in Lawsuit,lead_paragraph,0.5745787,Panera Bread’s Charged Lemonade Linked to Second Death in Lawsuit,"second person died drinking panera bread's charged lemonade. here's know. lawsuit filed monday, florida man allegedly drank three drinks, come sizes ounces. later, suffered fatal cardiac arrest walking home. large -ounce size panera's charged lemonade milligrams caffeine. that's -ounce red bull -ounce monster combined. equivalent four cups coffee. family brought lawsuit states",suits litigation civil caffeine energy sports drinks disabilities corporations beverages food drug administration panera bread company delaware florida panera bread’s charged lemonade linked second death lawsuit
72,7290648550046747946," Take a look at this, it's like something straight out of a sci-fi movie. A plane appearing to hang in mid-air over San Francisco. Your eyes are not playing tricks on you. It's actually an optical illusion called the parallax effect. So when you're moving past another moving object and it appears to be stuck, the video has gone viral with some people calling it a glitch in the matrix. Yeah, I wonder if it's still there.",2023-10-16,77,poster,0.23173141,0.29322028,0.34711486,0.34711486,P.O.V.: You’re a Jane Austen Character in an Alternate Universe,lead_paragraph,0.28455552,"If You’ve Ever Heard a Voice That Wasn’t There, This Could Be Why","take look this, like something straight sci-fi movie. plane appearing hang mid-air san francisco. eyes playing tricks you. actually optical illusion called parallax effect. moving past another moving object appears stuck, video gone viral people calling glitch matrix. yeah, wonder still there.","hallucinations senses sensation ears hearing research psychological medicine journal feed science feed health if you’ve ever heard voice that wasn’t there, this could be why"
73,7276187263627742507," America's most inbred family welcomes a new child. The lively blue-eyed baby was filmed spending time with his great-grandparents in West Virginia. The Whittakers, who suffer from mysterious physical and mental abnormalities, reportedly derive from the set of identical twins, Henry and Joanne.",2023-09-07,43,poster,0.3167391,0.420817,0.4337157,0.4337157,"As Abortion Laws Drive Obstetricians From Red States, Maternity Care Suffers",lead_paragraph,0.4281198,"Murdaugh’s Lawyers Seek New Trial, Saying Clerk Tampered With Jury","america's inbred family welcomes new child. lively blue-eyed baby filmed spending time great-grandparents west virginia. whittakers, suffer mysterious physical mental abnormalities, reportedly derive set identical twins, henry joanne.","murders attempted murders homicides ethics official misconduct jury system murdaugh alex 1968 hill rebecca h south carolina murdaugh’s lawyers seek new trial, saying clerk tampered with jury"
74,7302509162590702890," I'm not putting no scrubs, I ain't putting no garbage, I'mma put the baddest heffers on the floor.",2023-11-17,18,nyt,0.2547652,0.22608948,0.25918645,0.25918645,Why We’re Still Breathing Dirty Indoor Air,lead_paragraph,0.29515874,Life Is Raw. Life Is a Work of Art. Enter the World of Ivo Dimchev.,"i'm putting scrubs, ain't putting garbage, i'mma put baddest heffers floor.",dancing performance art la mama etc dimchev ivo in hell with jesus top 40 dance life is raw. life is work art. enter world ivo dimchev.
75,7294007084088134955," I know you've all heard about girl math, but how about Hamas math? At first I thought that was just a regular Israeli citizen, but um, no that was an IDF soldier. And how do I know this other than the uniform? The IDF posted it to their official page. I did not even know they had an official page. You can see her constantly looking up from the camera to read the script they provided her. The IDF is spoofing girl math in an attempt to get you on their side.",2023-10-25,92,hashtag,0.5114009,0.5021994,0.5556706,0.5556706,Hamas Fails to Make Case That Israel Struck Hospital,lead_paragraph,0.5129144,A.I. Muddies Israel-Hamas War in Unexpected Way,"know heard girl math, hamas math? first thought regular israeli citizen, um, idf soldier. know uniform? idf posted official page. even know official page. see constantly looking camera read script provided her. idf spoofing girl math attempt get side.",israel gaza war 2023 artificial intelligence social media rumors misinformation photography video recordings downloads streaming israel defense military forces gaza strip palestinians terrorism hamas civilian casualties a.i. muddies israel-hamas war unexpected way
76,7291617808381775112, Dealing with Israel is so difficult. It's like being in a relationship with a narcissistic psychopath. He fucks you up and then he makes you think it's your fault.,2023-10-19,29,hashtag,0.44646168,0.40745413,0.39841878,0.44646168,"On Israel, Progressive Jews Feel Abandoned by Their Left-Wing Allies",headline,0.3562088,LinkedIn Issues Warning to Site Shaming Pro-Palestinian Sentiment,dealing israel difficult. like relationship narcissistic psychopath. fucks makes think fault.,israel gaza war 2023 social media linkedin corporation freedom speech expression cyberharassment meta platforms inc palestinians linkedin issues warning site shaming pro-palestinian sentiment
77,7306552396723916074," Okay, wait, so who you gonna be? I'm definitely giving the dancer of the group. Okay, what about you? The rapper, duh. Oh, yeah, I like that for you. Yeah, we can see that. Okay, okay. And finally, you. Well, I'm the main vocalist. No, Sheva, I'm the vocalist. Okay, so what are you trying to say? I can't sing? No, no, no, no, no. I'm not saying you can't sing. It's just we have our spots and I'm the vocalist. Well, why can't we have two vocalists? I mean, it could be, but you know, you could be a rapper. Okay, well, I don't want to be the rapper. I want to be the vocalist. Okay, look, look, it's not even that deep.",2023-11-28,124,nyt,0.27579993,0.37854293,0.29275298,0.37854293,André 3000’s Experiments With Flutes and Fame,abstract,0.36905262,Best Albums of 2023,"okay, wait, gonna be? i'm definitely giving dancer group. okay, you? rapper, duh. oh, yeah, like you. yeah, see that. okay, okay. finally, you. well, i'm main vocalist. no, sheva, i'm vocalist. okay, trying say? can't sing? no, no, no, no, no. i'm saying can't sing. spots i'm vocalist. well, can't two vocalists? mean, could be, know, could rapper. okay, well, want rapper. want vocalist. okay, look, look, even deep.",pop rock music country music latin music rap hip hop rhythm blues music two thousand twenty three 100 gecs music group boygenius music group everything girl newjeans music group speedy ortiz music group aftab arooj brown danny rapper bryan zach 1966 cano natanael daughter nkosazana del rey lana drake rapper ice spice rapper iyer vijay kali uchis singer karol g singer kelela peso pluma musician rodrigo olivia 2003 water from your eyes music group geese music group irreversible entanglements music group rolling stones feist leslie glaspy margaret jadagu hannah miyawaki mitski l rain taja cheek monae janelle moroney megan noname rapper rae corinne bailey raye singer russell allison singer saint levant simon paul sivan troye 1995 sza singer wade morgan singer wallen morgan zimmerman bailey zwane lungelihle uncle waffles friday debby polachek caroline fever ray music group woods jamila 1989 hegarty antony anohni best albums
78,7288756434643307806, Southwest Airlines is giving each and every one of you a free round-trip flight to anywhere they fly in the continental United States.,2023-10-11,23,hashtag,0.43321306,0.3359032,0.4638868,0.4638868,"If Every Brand Is Funny Online, Is Anything Funny?",lead_paragraph,0.4772777,"American Airlines, Other Major Airlines Suspend Flights to Israel",southwest airlines giving every one free round-trip flight anywhere fly continental united states.,"airlines and airplanes israel gaza war 2023 travel vacations american airlines delta air lines inc el al israel airlines american airlines, other major airlines suspend flights israel"
79,7290729665071811871," So, I bought you a portable music player. Really? Yeah. Is this a car stereo? You're welcome. But doesn't it need speakers and a car? You know, kids today, nothing's ever enough for you. You know what I had to listen to music with when I was your age?",2023-10-16,49,nyt,0.2752481,0.25692922,0.31441733,0.31441733,Readers Pick the Ultimate Fall Playlist,lead_paragraph,0.29112744,The Sunday Read: ‘Is Måneskin the Last Rock Band?’,"so, bought portable music player. really? yeah. car stereo? welcome. need speakers car? know, kids today, nothing's ever enough you. know listen music age?",audio neutral informative pop rock music taste generation z music age chronological youth franz ferdinand music group led zeppelin madison square garden maneskin music group pixies music group spotify rome italy united states europe the sunday read: ‘is måneskin last rock band?’
80,7297303693534301482," Fine Yep, that's my name. All right This right here is Johnny and she can light up the whole dance floor This one's cha-cha. He's a sensitive little fella a real hot head and when I fire a boat",2023-11-03,39,hashtag,0.3255989,0.28739578,0.32176107,0.3255989,‘I’m Still Alive’: Sean Young Takes the Stage in ‘Ode to the Wasp Woman’,headline,0.2593467,A Word That’s True to Its Core,"fine yep, that's name. right right johnny light whole dance floor one's cha-cha. he's sensitive little fella real hot head fire boat",barbie doll movies a word that’s true its core
81,7296654968419962158," And do you know where so many of them left for? Israel. A ton of white South Africans converted to Judaism after the end of South African apartheid and immigrated to Israel. I wish I was making this up. Like, it is incredibly absurd, but true. There were even former pastors who converted to Orthodox Judaism to move to Israel because it was seen as a safer colonial",2023-11-01,68,nyt,0.44363385,0.48730668,0.48730668,0.48730668,Thousands of Gazan Workers Stranded in Israel Return Home,abstract,0.5929815,An ‘Israel Explainer’ Makes Her Country’s Case in America,"know many left for? israel. ton white south africans converted judaism end south african apartheid immigrated israel. wish making up. like, incredibly absurd, true. even former pastors converted orthodox judaism move israel seen safer colonial",tishby noa 1975 israel gaza war 2023 anti semitism jews judaism hamas palestinians gadot gal 1985 content type personal profile social media an ‘israel explainer’ makes her country’s case america
82,6933659190372158725," epilepsy, heart murmur, and she's allergic to sugar. Everything I do, I do for her. My mom is my husband. All she wants to do is keep me safe. Gypsy! Have you been able to confirm the girl's medical history? Which part? Any of it. That's what being a mom is, never being sure you're doing the right thing. But doing it anyway. Not with the Children's Division of Missouri Social Services. Oh no!",2021-02-26,74,hashtag,0.27969223,0.3428597,0.35963675,0.35963675,"The Loneliest Room, for My Sister in a Nursing Home",lead_paragraph,0.3519158,New Findings on 2 Ways Children Become Seriously Ill From the Coronavirus,"epilepsy, heart murmur, allergic sugar. everything do, her. mom husband. wants keep safe. gypsy! able confirm girl's medical history? part? it. that's mom is, never sure right thing. anyway. children's division missouri social services. oh no!",feed science coronavirus 2019 ncov pediatric inflammatory multisystem syndrome pims children childhood black people blacks hispanic americans jama journal american medical assn research coronavirus risks safety concerns new findings ways children become seriously ill from coronavirus
83,7285093280558157098, We gon fuck it in the back of the bus and feel her nose up full of dust. Three six mafia wild on tour. Whoopin' these niggas and fuckin' these sores. In the bathroom about two whole hours. Give em real high pass style on the floor. Fuck that shit. Niggas out the frame. Take em one and one. Back in the game.,2023-10-01,63,nyt,0.27011448,0.27244276,0.2937817,0.2937817,"Piecing Together What Remained, So Mothers Could Bury Their Sons",lead_paragraph,0.24195918,Police Say ‘Opportunists’ Stole From Philadelphia Stores After Protest,gon fuck back bus feel nose full dust. three six mafia wild tour. whoopin' niggas fuckin' sores. bathroom two whole hours. give em real high pass style floor. fuck shit. niggas frame. take em one one. back game.,demonstrations protests riots vandalism police brutality misconduct shootings decisions verdicts looting crime shopping retail foot locker inc apple inc philadelphia pa dial mark philadelphia pa police officer irizarry eddie 2023 police say ‘opportunists’ stole from philadelphia stores after protest
84,7303302524042366250," But do you condemn Hamas? Do you condemn Hamas? Even if we were to ship the entire conversation to Hamas, rather than the fact that Israeli forces have killed more Palestinian children in the past 30 days alone than the total amount of Israelis ever killed in their near century-long occupation of Palestine, you would still be failing to see the point that Israel's objective is not to destroy Hamas. It is trying to use Hamas's actions as justification for why they can then commit disproportionate acts",2023-11-19,87,hashtag,0.6710734,0.699865,0.74820054,0.74820054,A Reporter’s Journey Into Gaza,lead_paragraph,0.75688994,"For Years, Two Men Shuttled Messages Between Israel and Hamas. No Longer.","condemn hamas? condemn hamas? even ship entire conversation hamas, rather fact israeli forces killed palestinian children past days alone total amount israelis ever killed near century-long occupation palestine, would still failing see point israel's objective destroy hamas. trying use hamas's actions justification commit disproportionate acts","israel gaza war 2023 palestinians israel hamas gaza strip international relations hamad ghazi baskin gershon shalit gilad peace process for years, two men shuttled messages between israel hamas. no longer."
85,7298082835833900331," Tutorial for Is It Over Dance. You're welcome. You're gonna start like this too. You think I didn't see ya, right? Whip, lash, think I didn't see ya. We're gonna do three blink, blink, blinks. You think I didn't see ya, there were flashing lights. Yeah, do, do, da, da, da. Next part's a little quick. You're gonna go down, down, shrug. Like that.",2023-11-05,64,nyt,0.23701334,0.27746806,0.2795546,0.2795546,Print Specification,lead_paragraph,0.28536516,Taking Note as Dance Reflections Takes a Pause,"tutorial dance. welcome. gonna start like too. think see ya, right? whip, lash, think see ya. we're gonna three blink, blink, blinks. think see ya, flashing lights. yeah, do, do, da, da, da. next part's little quick. gonna go down, down, shrug. like that.",dancing la horde dance group vienne gisele charmatz boris chamblas dimitri ouramdane rachid taking note dance reflections takes pause
86,7290729683015011615," Hey, China. Oh, I love that. Did the bag lady wake up when you took it out from under her head? Wait a minute. You have two free Village bags? Yeah. This one's for my books and one's for my makeup. Hey, look what's at the bottom of my pudding cup. Sveta, if it's another rat part, I do not want to see it. No.",2023-10-16,65,nyt,0.35189646,0.25513577,0.33573607,0.35189646,What’s in Your ‘Spend the Night’ Bag?,headline,0.32005864,"Ghosts, Spiders and Confinement Infest Two New Story Collections","hey, china. oh, love that. bag lady wake took head? wait minute. two free village bags? yeah. one's books one's makeup. hey, look what's bottom pudding cup. sveta, another rat part, want see it. no.","books literature house gone quiet book norris kelsey the world wasn ready you book key justin c ghosts, spiders confinement infest two new story collections"
87,7285896623903788334, Starbucks will be closing seven locations in downtown San Francisco and you see the locations on this map. Six of them are within a few blocks of Market Street in the Financial District or Union Square. One is on Van Ness Avenue at Bush Street. The coffee giant announced the stores will be closing by the end of the month. A Starbucks spokesperson says no employees will lose their jobs. They're all being offered the chance to transfer to another store. Foot traffic has been lower downtown since the pandemic.,2023-10-03,90,poster,0.31113005,0.32972467,0.42022425,0.42022425,Giving Workers a Raise Is Not Going to Make Inflation Worse,lead_paragraph,0.41065958,"Hidden Art: A Rhapsody for the Soul, in 10 City Corners",starbucks closing seven locations downtown san francisco see locations map. six within blocks market street financial district union square. one van ness avenue bush street. coffee giant announced stores closing end month. starbucks spokesperson says employees lose jobs. they're offered chance transfer another store. foot traffic lower downtown since pandemic.,"art new york city walking sculpture stations terminals passenger sidewalks dia art foundation instituto cervantes metropolitan transportation authority beuys joseph miss mary manhattan nyc times square 42nd street manhattan ny union square manhattan ny hidden art: a rhapsody soul, city corners"
88,7298381424275557675," So do you think we should run the marathon? I think so too. One second, you're on speaker. I'm just downloading Strava. That's the app everybody uses, right? I mean, if we think about it, if we train now, we're gonna be in pristine shape by next year. We're gonna finish in like under four hours. I do have a history with shin splints though. That's my, it's my only concern. Your knees? Yeah, I know. That's, like, I could do it if I didn't have that issue. You know what I mean? Oh, right, right, right. Like the mental stuff,",2023-11-06,101,nyt,0.42269033,0.4080243,0.39796424,0.42269033,What It’s Actually Like to Run the New York City Marathon Route,headline,0.42906627,What It’s Actually Like to Run the New York City Marathon Route,"think run marathon? think too. one second, speaker. i'm downloading strava. that's app everybody uses, right? mean, think it, train now, we're gonna pristine shape next year. we're gonna finish like four hours. history shin splints though. that's my, concern. knees? yeah, know. that's, like, could issue. know mean? oh, right, right, right. like mental stuff,",new york city marathon running bridges tunnels marathon running parks other recreation areas what it’s actually like run new york city marathon route
89,7308502160814116127, to pack up your car put a hand in your heart say whatever you feel be wherever you are we ain't angry at you love you're the greatest thing we've lost,2023-12-03,31,nyt,0.35216314,0.3731467,0.30071294,0.3731467,"8 Things You Should Never Say to Your Partner, According to Therapists",abstract,0.3268357,Love Letter: The Weight of Shame,pack car put hand heart say whatever feel wherever ain't angry love greatest thing we've lost,dating relationships love emotion love letter: the weight shame
90,7291460094032645418," Virtually every mass shooting, every circumstance where a large number of people have been victimized and lost, I spoke to them. I learned a long time ago what you all learned in your life.",2023-10-18,34,hashtag,0.29667893,0.28539228,0.3475991,0.3475991,Do You Ever Feel Pressure to Post About Your Outrage Online?,lead_paragraph,0.304754,Why Are So Many Americans Dying?,"virtually every mass shooting, every circumstance large number people victimized lost, spoke them. learned long time ago learned life.",deaths fatalities income inequality suicides suicide attempts infant mortality longevity murders attempted murders homicides opioids opiates case anne 1958 deaton angus united states internal sub nl why are so many americans dying?
91,7288485809139764523, if you can't condemn hamas without saying but but but israel did insert whatever first you're anti-semitic anti-woman and anti-lgbtq okay let's talk about it because calling someone anti-semitic anti-woman and anti-lgbtq for advocating for the decolonization of an occupied land is pretty heavy hit-ens because i can say to your eyes bold-faced that the grape and essay of women and children is wrong it's abhorrent the means do not justify the ends because it's not a tool of liberation it is a tool of oppression to keep marginalized,2023-10-10,89,hashtag,0.52042365,0.5003372,0.5161085,0.52042365,"DeSantis, Voicing Support for Israel, Is Asked: What About Palestine?",headline,0.54731977,The Anti-Israel Left Needs to Take a Hard Look at Itself,can't condemn hamas without saying israel insert whatever first anti-semitic anti-woman anti-lgbtq okay let's talk calling someone anti-semitic anti-woman anti-lgbtq advocating decolonization occupied land pretty heavy hit-ens say eyes bold-faced grape essay women children wrong abhorrent means justify ends tool liberation tool oppression keep marginalized,demonstrations protests riots israel gaza war 2023 hamas palestinians civilian casualties jews judaism zionism anti semitism defense military forces israel united states gaza strip the anti-israel left needs take hard look itself
92,7297792102132501791," So what college do you go to? Um, I go to college in New York. Really? What school? Um, it's like, you know, kind of like upstate New York. Oh, so you go to school in like New York City? No. Wait, not NYU? No, actually, it's like, it's an Ivy League school. Oh, so Columbia? Also, no. Um, Barnard? Barnard's not Ivy League. Well, is there any other place?",2023-11-04,70,nyt,0.3090476,0.300721,0.34779185,0.34779185,Behind the Gates of a Private World for Only the Wealthiest New Yorkers,lead_paragraph,0.49053752,Why Liberal Academia Needs Republican Friends,"college go to? um, go college new york. really? school? um, like, know, kind like upstate new york. oh, go school like new york city? no. wait, nyu? no, actually, like, ivy league school. oh, columbia? also, no. um, barnard? barnard's ivy league. well, place?",colleges universities freedom speech expression humanities law schools education k 12 conservatism us politics harvard university hillsdale college ivy league university chicago university north carolina desantis ron trump donald j rufo christopher f why liberal academia needs republican friends
93,7302456252372716830," If you've taken the subway in New York City, you've heard this voice. Please stand away from the platform edge. Bernadette Bernie Wagenblass is a transportation journalist and voice actor who's been the voice of New York City's subway system for years. She publicly came out as transgender in 2022. Wagenblass said she knew she was trans from a young age when she would try on jewelry and makeup at her grandmother's house. In 2017, Wagenblass used a gender swapping app to see what she might physically look like as a woman. The results inspired her. I decided, okay, I need to do something about this. Wagenblass eventually started taking hormones, began wearing dresses, wigs, and",2023-11-17,116,poster,0.3255395,0.36406472,0.4413705,0.4413705,‘Beyond the Aggressives: 25 Years Later’ Review: Trailblazers Revisited,lead_paragraph,0.3656449,The Bergdorf Blonde Moves to Park Avenue,"taken subway new york city, heard voice. please stand away platform edge. bernadette bernie wagenblass transportation journalist voice actor who's voice new york city's subway system years. publicly came transgender . wagenblass said knew trans young age would try jewelry makeup grandmother's house. , wagenblass used gender swapping app see might physically look like woman. results inspired her. decided, okay, need something this. wagenblass eventually started taking hormones, began wearing dresses, wigs,",hair dyes dyestuffs beauty salons celebrities hotels travel lodgings relocation business bergdorf goodman neiman marcus group regency hotel manhattan ny clinton hillary rodham stewart martha central park manhattan ny park avenue manhattan ny the bergdorf blonde moves park avenue
94,7269956484572695851," One of the most terrifying diseases with a 100% fatality rate was just found in South Carolina. Worst part is that it was found in our food. Known as bovine spongiform encephalopathy or mad cow disease. Thankfully, people can't catch it. However, if you do consume beef that is infected, you can get something very similar. That is known as Creutzfeldt-Jakobs, a prion that is 100% fatal in about eight months. This misfolded protein literally shrinks and destroys your brain and nervous system, causes things like personality shifts,",2023-08-21,88,hashtag,0.38154367,0.35048586,0.42195457,0.42195457,Deadly Listeria Outbreak Linked to Milkshakes From Burger Chain,lead_paragraph,0.438119,Deadly Listeria Outbreak Linked to Milkshakes From Burger Chain,"one terrifying diseases % fatality rate found south carolina. worst part found food. known bovine spongiform encephalopathy mad cow disease. thankfully, people can't catch it. however, consume beef infected, get something similar. known creutzfeldt-jakobs, prion % fatal eight months. misfolded protein literally shrinks destroys brain nervous system, causes things like personality shifts,",frugals tacoma wash restaurant food contamination poisoning milkshakes deaths fatalities bacteria centers disease control prevention tacoma wash deadly listeria outbreak linked milkshakes from burger chain
95,7291685144912465185," Flowers are blooming in Antarctica and people are calling it a sign of the end. Photos of Antarctica have been going viral on the internet, showing flowers that have never been seen before. Plants in Antarctica are growing really fast because of climate change and greenhouse emissions. This is making it a big problem for the animals in Antarctica. Antarctica is known for its very tough weather and super cold temperatures, but it's important it remains like that. If temperatures continue to rise, we might see apocalypse.",2023-10-19,87,hashtag,0.3345386,0.39680415,0.4151794,0.4151794,What Would Inspire Climate Action? Perhaps an Orange Sky.,lead_paragraph,0.41810125,What El Niño Means for This Winter’s Weather,"flowers blooming antarctica people calling sign end. photos antarctica going viral internet, showing flowers never seen before. plants antarctica growing really fast climate change greenhouse emissions. making big problem animals antarctica. antarctica known tough weather super cold temperatures, important remains like that. temperatures continue rise, might see apocalypse.",snow snowstorms winter season global warming rain seasons months el nino southern oscillation drought cold cold spells weather national oceanic atmospheric administration united states what el niño means this winter’s weather
