video_id,Transcription,Date,Length,Original Comparison
7302578837043318046," How are you feeling? I'm feeling so excited right now! You should be excited! Now tell me about Wovi. Wovi is scared, hungry, starving, and bored. I love it! Now, what was your favorite memory on set? My favorite memory is seeing all my friends on screen.",2023-11-17,47,nyt
7299644121956879658," Every time, every time you're loving me Oh, the same in my drive, here's my baby I'll be using for the rest of my life, using for the rest of my life, oh",2023-11-09,33,nyt
7285481898015608107," What's your Halloween costume? Um, a cat. What's your Halloween costume? Queen of hearts. Can you guess mine? Kim Possible? Correct. Oh, let's go. I'm a douchebag, aka your ex. Ah, you're not a douchebag, bro. What's your Halloween costume? I'm a frog. I like it. I'm a black widow spider. What's your Halloween costume? I'm a clown. I'm a unicorn. Buzz Lightyear. I'm guts from Berserk. My blood went away. What can you guess though? Guess what I am. Guess what I am. Or soldier? Yeah, yeah, yeah.",2023-10-02,89,nyt
7301738327084977450," Tomorrow is Red Cup Day at Starbucks and I am so excited to tell you that we're still boycotting. What are you talking about? Get that shit off my timeline right now. Okay? We're still boycotting. No holiday menu, no cookie crumble latte, no Red Cup is gonna get us to go inside that establishment. Okay? Are you listening? Put your listening ears on.",2023-11-15,64,nyt
7295144221634481413," Everybody knows that I'm a good girl, yes sir? No, I wouldn't do a thing like that, that's for sure.",2023-10-28,20,hashtag
7283120511104601387," You cannot be directly descended of Marie Antoinette, but you can be indirectly descended of Marie Antoinette like this chick in Houston. So Marie Antoinette was the daughter of the Holy Roman Emperor and he had 16 children. So does that mean that Francis the first is the ancestor of like everybody in Austria? No. Many of his children did not live to adulthood and the ones that did did not reproduce",2023-09-26,72,hashtag
7299994921736457502," I'm sitting eyes wide open and I got one thing stuck in my mind One trip I dodged but all it all just lost the love of my life, oh",2023-11-10,30,nyt
7288802179530411306," This is Halloween, everybody make a scene Drink or scream till the neighbors go to die of fright It's our town, everybody scream In this town of Halloween",2023-10-11,28,hashtag
7296255148177755435," Dutch and Palestinian supermodel Bella Hadid has been vocal in her support for Palestine. But a video that recently went viral claims Hadid had a change of heart amid the war between Israel and Hamas. Take a listen. But Bella didn't say that. The video is a deepfake that was created using artificial intelligence. Using these sources, I'll show you how we figured it out. I know you guys like to say, it's so obvious, it's so obvious. But stick with me.",2023-10-31,82,hashtag
7284000161062243626," The Dolphin House experiment was an absolutely insane and messed up attempt to try to speak and communicate with dolphins. This guy, John Lilly, thought that he could literally teach dolphins to speak English. And he got funding from NASA to build a huge villa on the island of St. Thomas and got three dolphins for the experiments. Peter, Pamela, and Sissy. The three of them were from Marine Studios and had been in the movie Flipper. After a while, 22 year old Margaret Howe showed up at the house wanting to work with the dolphins. She was supposed to encourage the dolphins to mimic human speech and she started focusing on Peter because",2023-09-28,114,hashtag
7267091322559843616," The same waters that our people just died in three days ago are the same waters the very next day these visitors, tourists were swimming in. And that says a lot about where their heart and mind is through all of this and where our heart and mind is. You don't see our people swimming, snorkeling, surfing. Nobody is having fun in tragedy and continuing their lives like nothing has happened. There is two Hawai'is right now. There is the Hawai'i we're living in and the Hawai'i they're living in, they're visiting in.",2023-08-14,93,poster
7299790140522712353," We are at 10,000 dead Palestinians. How many will be enough? I also, one of my colleagues just said all of them. Wow. One of my colleagues said all of them. One of my colleagues also stated that this is gonna dry up their fundraising if we vote on this resolution.",2023-11-10,51,poster
7160392623146929450," Howdy y'all so for this week's upcycle, I'm going to make my Halloween costume I decided I'm going to be Princess Mononoke and I'm so excited Okay, so I'm starting Monday 24th 2022 I have a Halloween party on the 29th So I have about five days to do this Which is honestly more than enough time because I have basically everything that I need So for those who live under a rock, this is who I'm gonna be for Halloween. I basically have everything I have. Let me show y'all colors are around like",2022-10-30,95,nyt
7290352122749668650," Did you take your eye on the ball? Nah, I just fucking dropped it. Maybe it'd be better. What can you learn from this experience I guess? Ain't nothing to learn. Just get the damn ball.",2023-10-15,36,nyt
7289801174163655979," As a Jewish person who was indoctrinated into Zionism, one of my earliest stirrings of anti-Zionism came when I realized I was associating my Jewish identity with Israel. In the Jewish community, Jewish people and Israel are synonymous. We are all Israeli, by a certain extent, even if we don't have an Israeli passport or citizenship. We have this kind of unofficial citizenship to Israel.",2023-10-14,65,nyt
7302124924758560046," Okay, people that are boycotting Starbucks, I have a genuine question for you. Please don't cancel me. Genuine question. So by boycotting Starbucks and shutting these stores down because people are saying that there's stores shutting down countrywide and worldwide, whatever, are these people losing their jobs? By boycotting Starbucks and shutting down these stores, are you destroying these people's lives because they are probably living paycheck to paycheck? It's so hard to live in this economy with these prices and it's hard to find a job and now they don't have one. That's not caring about humanity. Second of all,",2023-11-16,101,nyt
7306161229200936222," Have you ever noticed how JLo's voice seems to sound different from song to song? Well that's because her songs very heavily feature other singers that don't get credit. You would think that her quintessentially biographical song, Jenny from the Block, would probably be all JLo vocals, right? Because it's Jenny from the Block, it's about her. That was really optimistic of you, but no. Welcome to my series, Dirty Pop, where we talk about the dark underbelly of the pop scene. By now you probably know what I'm going to say, right? Somebody recorded the demo vocals and a lot of them made it into the final. And this time it was",2023-11-27,113,nyt
7297728182243822894," Yeah, I can be there in 10 minutes. I'm at my car right now, so... Of course! What the... Are you serious right now? I'm not coming.",2023-11-04,27,nyt
7296080493060164897," Millions of Jews, from now on my team and I will wear yellow stars. We will wear this star until you condemn the atrocities of Hamas and demand the immediate release of our hostages.",2023-10-31,34,hashtag
7298206039936257326," You banged up that finger, everything okay? Yeah, just a little scratch. That's football, baby. What is it that you can do, Joe, now that you could not do at the start of the season? Run. Run. But, you know, we're feeling great. We're just gonna keep getting better every week. The practice has been big for us. We've had a great couple weeks of practice, starting with the bye week. We're just gonna keep getting better.",2023-11-05,77,poster
7291637516283809056," This might not be what Amberlynn looks like. So in pop culture Amberlynn is this like sexy, sultry gal who is stealing your mans. And honestly in my head this is what she looks like too. But when Jane Seymour did an uno reverse on Miss Amberlynn and stole her mans too, her and her shitty husband Henry VIII destroyed all contemporary pictures of Amberlynn. And that's because Jane Seymour didn't really want to live in the shadow of Amberlynn anymore and even banned the French hood which Amberlynn popularised. But anyway. So this is the only contemporary portrait we have of Anne.",2023-10-19,103,hashtag
7300633590801501482," Let's take a tour of my railroad apartment in New York City. Keep in mind, I am a normal person living in the city, this is not a luxury unit, but it's perfect for me and what I need. Railroad units are long and skinny with no hallways, so you essentially have to walk through each room to get to the next, which is why legally this apartment can only be labeled as a one bedroom. Since I was down on the fire escape, we're obviously starting at the back of the unit, and this is my bedroom slash office because I work from home. This space is super cozy, I love the mirror, the gallery wall, my dresser I did take the TV off of so I have to fill now, I think I'm just gonna do a bunch of plants, but I have yet to do that because",2023-11-12,150,nyt
7295799693307563294," It's a ha, okay? Jews, it's not hummus, okay? It's not hummus, it's not hummus. Ha is a different letter in our alphabet, okay? In our language, ha is a completely different letter. You don't have the ha in your language, so obviously it's not yours. Back the fuck up, it's our hummus. Back up. It's what it is, all right? And now hummus is everywhere. Who wants some hummus? Hummus, there's shit.",2023-10-30,73,hashtag
7184376845901614341," If you had sex with someone who had the Black Death, would you have to use a condom for protection? It depends what your major concerns were. But you wouldn't be protecting yourself against infection. How long would you get off work if you got the Black Death? In about 70% of cases, you'd be off work forever. Oh, right. Result? Because you'd be dead. Oh.",2023-01-03,66,poster
7303271447374466346," If Palestinians really wanted peace and freedom, they would have accepted statehood the five times Israel offered it to them. Why should they? Because it's very generous of Israel to offer that to them. So if a burglar came into your home and then said it was his, and then was like, you know what, nevermind, do you want half of it? Would you say that he was being very generous? That's not nearly the same thing. Israel's giving them like 80% of the land.",2023-11-19,85,hashtag
7175869072263990533," Did you know that Elizabeth, Empress of Austria, was assassinated in 1898? Elizabeth, also known as Cece, was famous for having been one of the most beautiful women in 19th century Europe. She was famed for her tiny, tiny waist, her amazingly long hair, and her sort of tragic life. I've done a few posts on her life already, so if you're interested, just have a look for those. Although Elizabeth lived the life of luxury,",2022-12-11,76,hashtag
7289168649267547423," The Fat Bear Week results are in, and the bear that was voted as best exemplifying fatness is a first time winner. The Fat Bear Week bracket tournament allows people to view progress photos of each bear and vote for the one that they think has fattened up the best. In Bear World, the fatter the better, as they need to rely on their fat stores to make it through the winter hibernation. The finals came down to Chunk, a large adult male bear, known for dominating fishing spots in order to live up to his name, and Grazer, an adult female bear, known for being a very skilled fisher bear, and a",2023-10-12,113,poster
7288316495703067937," You guys need to stop idolising celebrities and whether they support Palestine or Israel. Like you guys that do this are just so cringe and out of touch with reality. Like I came across this post and it's about celebrities who support Palestine and the comments made me want to pull out my eyeballs and put them in a blender. So I don't get what is with making this whole thing aesthetic. There was always that one girl in history class where she'd make her notes all nice, pretty, add flowers, glitter, but the topic would be about the Holocaust. This is just giving off the same vibes. Anyway the celebrities involved in this were Michael Jackson, Cesar, Zara Larsson,",2023-10-10,120,hashtag
7290213148928347425, If you've ever visited a torture museum chances are you've been lied to because most of the stuff in there is just made up. The Iron Maiden invented by two Victorian fellas. The chastity belt never existed it was a medieval meme. And the peer of anguish is just a tool which isn't actually strong enough to do what it's suggested.,2023-10-15,61,hashtag
7304681926487444779," We just shut down the Macy's Thanksgiving Day Parade. If you're watching at home, apparently they keep stopping the TV every couple of minutes. I think because they don't want to show what's going on. There are quite a few disruptions happening there. We are heading to our second location, but the cops have blocked us off because they don't want us to go and march back into where the parade is because they're afraid we're going to go and shut it down again.",2023-11-23,84,nyt
7294514729970699562," I said I love you, you say nothing back Why'd you have to leave me on? Why'd you have to twist the night? Walk away and leave me bleeding, bleeding",2023-10-27,30,nyt
7293663584821841182," Hey, oh hey, I just got done putting up the surface. Can you believe Linda cheated on his email? I know! Like damn, how many lashings is that? Like 70. What?",2023-10-24,31,nyt
7288737483200941358," We do have a sad update to a story we brought you and you may remember the story of Dorothy Hoffner this lifelong Chicagoan went for a world record at the age of 104 to become the oldest person to skydive We've learned Dorothy died in her sleep at Brookdale senior living She became a viral sensation when she performed the skydive from 10,000 feet earlier this month Her feet reminds us that it is never too late to try something new glad we got to meet her and learn",2023-10-11,90,poster
7301457081805196586, So one of the most popular Korean memes right now is called I am Shillae which literally translates to I am trust I am trustworthy and it comes from this Cheon Jeong-jo the scam artist Korean gender changing person who pretended like he was or she was English fluent but not really having a hard time with Korean so used mixture of Korean and English also known as Konglish but this is typically not how people who are not fluent do it as someone who is decently fluent but also a Korean American,2023-11-14,93,poster
7296554140015021342," Oh, the Oscar goes to... No, no, no, no, wait, Golden Globe, Golden Globe, Golden Globe, okay. Tyler James Williams.",2023-11-01,20,hashtag
7295762643380423943," 100 on the dash, get me close to God We don't pray for love, we just pray for car-",2023-10-30,19,hashtag
7291710576550481198," I went on Twitter to see what y'all were talking about and yeah, she's fully done BLAKK face But this killed me because this tweet says actually I think people who do blackface don't deserve electricity",2023-10-19,36,hashtag
7287837532161625377," How many times Israel have committed war crimes right live on your own cameras? Do you start by asking them to condemn themselves? Have you? You don't. You don't. No, no, I'll answer that question. You don't. You know why I refuse to answer this question? Because I refuse the premise of it. Because at the very heart of it is misrepresentation of the whole thing. Because it's the Palestinians that are always expected to condemn themselves. I mean, come on. This is a political conflict. We have been denied our rights for a long time. You bring us here whenever",2023-10-09,101,poster
7290620608465898795," One of our interns here, she said that you make music for gays. I do. I'm not the intern. She looked at me like... What's wrong with that? Nothing at all. I don't think nothing's wrong with it. So? What now?",2023-10-16,41,hashtag
7294000468043255082," Damn, Sookie, uh, when you gonna pop my clutches? As soon as you get the right set of tools. Yeah, aight. Aight.",2023-10-25,22,nyt
7136536298218589483," Hey y'all today I'm going to talk about a woman who killed people by not washing her hands. I know y'all. I'm about to get into it. Here's Mary Mallon. She was born on September 23rd 1869 in Ireland. There's nothing much about her childhood except for she was born with typhoid fever. For those who don't know typhoid fever is a rare bacterial disease that can be found in contaminated foods, water, or close contact. And some of the symptoms are",2022-08-27,82,hashtag
7304015043857796395," Morning! And pull yourself up a chair. But before you begin, it's time to wet down your hair.",2023-11-21,18,hashtag
7294771530750496046, Now that we don't talk I called my mom she said that it was for the best Remind myself the more I gave you won't be last,2023-10-27,27,nyt
7299927891339398442," I'm falling out the windows, looking at my heart, like every time a wind blows I feel a terrible-",2023-11-10,19,hashtag
6900348520327351558," We're home for Thanksgiving, y'all. And our parents are real happy to see us. So they're gonna treat us like queens. This may be their house. But for the next four days, we bout to run this bitch.",2020-11-28,38,nyt
7299244818029481262," Baby if your love is in trouble When you know, you know When you know, you know It kinda makes me laugh Running down that path when you could just go home Cause when you know, you know When you own your own",2023-11-08,43,nyt
7290960634265521454, This is the day in my life where at war edition after hearing that there was a major lack of gluten-free celiac safe food at army bases across the country We got together with a gluten-free bakery in jerusalem to make sure those soldiers got fed on our way to the bakery the city of jerusalem felt eerie and empty we immediately started baking breads cookies and cake I am in the twilight zone. I have to be I I got to be in the twilight zone because there's no way that I am looking at a person literally,2023-10-17,99,nyt
7275800883210816814," This is Woody Allen's stepdaughter. This is Woody Allen's wife. This is Woody Allen getting a standing ovation a couple days ago. These are protesters at the same event because why is this man still getting invited to things? And the people that try to defend Woody Allen like, oh my god the woke media is ruining all of the good art. This is Woody Allen's stepdaughter and this is Woody Allen's wife. This isn't woke media propaganda. This is gross.",2023-09-06,81,nyt
7298794397313895722," This is performance, this is all self-defense I thought you had the sense to see through that Was I too proud with you? Was I too cold and forbidding? And you chose to roll over me Are you kidding me? Pulling me all trapped in this veil",2023-11-07,47,nyt
7290729676828413214," Junk! Ugly, worthless junk! Do you have an address? Oh yeah, I saw it on the way in. I think there's someone in the house. Wait! I think there's someone in the house! I think they're downstairs. I think they're coming downstairs! I'll call you back!",2023-10-16,46,nyt
7265064048465693995," I used to float, now I just fall down I used to know, I'm not sure now What I was made for, what was I made for",2023-08-08,27,nyt
7303545476190768430," You dated the brutal dictator of Nicaragua? And she goes, he wasn't the brutal dictator of Nicaragua when I was dating him.",2023-11-20,22,nyt
7298749335502605601," Did you know the Empress Elizabeth of Austria, known as Sisi, could be quite wild? She's famous for her beauty, her incredibly tiny waist and her luscious, luscious chestnut hair. She's also famous for her bags of depression and her eating disorders. And so to cope with these issues and to deal with her struggles through life, she did a few things that were considered highly unusual and indeed wild for women of the 19th century. For example, she smoked loads.",2023-11-07,81,hashtag
7295184436683935006," In girl world, Halloween is the one night a year when a girl can dress like a total slut and no other girls can say anything about it.",2023-10-28,28,nyt
7289148715854482719," We live in a world of see something, say something. Well, one guy did just that when he saw what he thought was a fire blazing inside an apartment. But as Les Trent reports, when the fire trucks got there, all five fire trucks, things weren't exactly what they seemed. Firefighters responding to a call about a serious blaze inside a Manhattan high rise. A New Yorker is watching from an apartment down the street, can't believe his eyes. From a distance, he thinks he's seeing",2023-10-12,86,poster
7292879921909615914, I can't go to Gaza and say I'm LGBTQ because they're being bombed. Under apartheid. That's the whole fucking point. And I don't really care if the members of the IDF launching the missiles are out and proud.,2023-10-22,38,hashtag
7216048430831930666," I don't think you know how big 12 inches is. Okay, but did you know that the male standard for beauty in ancient Greece was actually as smaller dingaling the better? Hi, I'm Grace Outlaw. I'm one of the hosts of Untold the Podcast and this is another untold fact you probably didn't know about history. We've all seen those ancient Greek statues of the man with the big hulking muscles and the rippling abs. You know the ones I'm talking about, right? But have you ever wondered why this teeny tiny little dot is enough to cover it up? If we take a look at ancient Greece, think 400-ish BC.",2023-03-29,111,hashtag
7294056756106317098, Women! You are listen Obama? Shut up your mouth Obama! Shut up your mouth Obama! CCS CCS! Mursi no Mursi no!,2023-10-25,21,hashtag
7304727346852924715," Happy Thanksgiving everyone. I hope you're having a great day. I'm feeling so thankful and also if I get one more gift with a turkey on my head dancing like a fool. I'm just gonna snap. So anyway, since I'm the symbol of Thanksgiving, here you go. Hope it makes you happy.",2023-11-23,52,nyt
7292213569008110894," Okay, can we all like boycott Netflix or something because this whole um Plan change thing that they did the like single household. My dad is paying for family Netflix for the family to use I am part of the family. I Just don't live with my dad and I have talked to Probably ten different people who work at Netflix and I'm trying to keep my cool because I understand",2023-10-20,71,nyt
7290729676387994911," So, 3-9, what's going on at that school? Well, I got a B-plus on my history quiz, and I totally deserved an A-minus. 3-9, what's China up to? Well, I joined their little crime ring, and they're planning on robbing a house. No, that can't be right. There's no way my little girl's robbing a house. I'm telling you, they told me themselves. They even threatened to tickle my neck.",2023-10-16,70,nyt
7305317738086436142," Our Indigenous People Day, we do not celebrate Thanksgiving because we don't celebrate the slaughter of the indigenous people and all the rape and the child molestation and the murder that happened to people that was greeted with love.",2023-11-25,39,nyt
7294512907415538974," Don't ever drop it My love, they are the hunters We are the foxes And we run! Baby",2023-10-27,18,nyt
7304658296500260129," I feel very lucky to be with a person who is smarter, wiser, wittier than I, and that just makes my life better in every possible way. It helps me want to be a better person and a more fully realized person, and she just also makes me feel seen, which I think is the most important gift you can give to any person.",2023-11-23,64,poster
6823744730816466182," I did, but I can't feel my arms. Dad, guess what? Better. I got into Eckerd. You serious? Yes. And guess what? I got a $12,000 scholarship. Why do we listen to our best friends when they tell you that something's going to happen? Oh my god. Oh my god.",2020-05-06,50,nyt
7299254495320558878," How can you be sad when you're in Happy Valley? We are Penn State! God, this place is sick! The King is back in state, home for a weekend. You know I'm sending chance tonight with the squad. I don't care how much I gotta pay online leave. I don't. Used to feel like a legend walking these streets. Still do. You know us Nittany Lions. Can't drink all day unless you start in the morning. My family goes back five generations of Nittany Lions. Wait till Michigan weekend when we bring out our custom fitted RV. Michigan blows, bro. Michigan blows. Jim Harbaugh's the champ!",2023-11-08,106,hashtag
7301400008509902126, Why do you have to make me want you? Why do you have to give me nothing back? Why do you have to make me love you? I said I love you,2023-11-14,32,nyt
7269101318369709355," The allegations against former Drake and Josh star Drake Bell are disturbing and they aren't just allegations He actually pled guilty to a felony charge. So let's take a look So if you don't know who Drake Bell is, he's a former child star who was huge on Nickelodeon in the 2000s He first was seen on the Amanda show with Amanda Bynes and then rose to the mega stardom category when he was in the show Drake and Josh with Josh Peck Now Drake Bell's first brush with the legal system came when he was arrested for a DUI and this was kind of a massive moment in the media",2023-08-19,111,hashtag
7304410112305794334," We're home for Thanksgiving, y'all. And our parents are real happy to see us. So they're gonna treat us like queens. This may be their house. But for the next four days, we bout to run this bitch.",2023-11-22,38,nyt
7296207229080882474, People are canceling Selena Gomez over the statement she just made about Israel and Palestine So Selena just posted this statement to her IG Paulista Reid in it She essentially says she's taking a break from social media because of the horrible things going on in Israel and Palestine right now in her statement She goes on to say we need to protect all people especially children and that she wishes she could change the world But a post simply cannot do that now since this post she has gained massive criticism on social media People basically saying things like she should have just left this place,2023-10-31,107,hashtag
7294794737888824622," This is our time, and I'm telling you all! The boys are back, hey! The boys are back!",2023-10-27,18,nyt
7272808381289680160," People will often say, if the Palestinians wanted peace, why did they reject the 1937 Peel Commission plan by the British which offered them 80% of the land and the Israelis only 20% of the land? This sounds like an amazing deal, doesn't it? In reality, this is a complete perversion of what the actual truth is, and any research into the history of Palestine or Israel will tell you the complete opposite. First of all, Eugene Rogan notes the solution proposed by the Peel Commission was petition.",2023-08-29,88,hashtag
7285452846265584942, I'm gonna show you how I did my viral Lightning McQueen Halloween costume First of all go get yourself a pack of these sparkly skirts I got a pack of like six of these for 30 bucks I wore booty shorts But then I just like layered these put the golden on then put the red one on then to make the top took a red t-shirt put it into a tube top made it so the Ties twice in the back I think I wore sticky boobs under this too to do the face about these iron-on things go on Google search for Lightning McQueen's face and print it out onto an iron-on,2023-10-02,114,nyt
7307277057585630495, It's the hardest thing I'll ever have to do To look you in the eye And tell you I don't love you,2023-11-30,22,hashtag
7296083168304696607," I think I just figured out why the US, UK and France are so adamantly pro-Israel right now. Like we all know it had to do with money, but I'm gonna tell you exactly how. There's a shout out to my uncle who told me to do some research on the Ben Gurion canal, and I did, and I took notes. Now who is Ben Gurion? He is known as the founding father of Israel. He was the first prime minister, yes you guessed it, in 1948. And this canal is a proposal to connect the Red Sea to the Mediterranean Sea through here, right? But we already have a connection.",2023-10-31,111,hashtag
7302994278819646763," Every single picture you've ever seen of Stalin was airbrushed. I mean look at the difference. Okay, so I've actually covered this topic in the past. How photo manipulation and airbrushing of sorts has been incredibly common since the beginning of photography is something widely used by anyone and everyone getting their photograph taken, at least in portraiture. Like the average person had access to this and sometimes it was the standard. And don't get me wrong, I get what they're trying to say and what they're emphasizing, while more excessive editing or editing",2023-11-18,94,hashtag
7306320694726479134," Sadly, we can't control what happens around the world and across the country. We're powerless to do everything we'd like to do. But there's so much that we are doing and continue to do.",2023-11-27,34,hashtag
7289886337761676586, She's looking at herself on television right now. How are you feeling? Can you put it into words? Nope. I cannot put this into words.,2023-10-14,25,hashtag
7304628718637550890," Man, oh man, you're my best friend I scream into the nothingness There ain't nothing that I need Well, hot and heavy pumpkin pie Chocolate candy, Jesus Christ Ain't nothing please me more than you",2023-11-23,35,nyt
7294137335048834337," Alright, what's up guys? So this is Kalani over here and in case you don't know who she is, she's a really famous singer and she's been posting on her Instagram story showing support for Palestine every single day. But recently she posted something very interesting. Take a look. She posted a picture of the Holy Quran on her story. Listen, all I'm saying Kalani is if you have any questions or you need help with anything in regards to Islam or the Quran, you can always reach out to me. I'm gonna tag you below and you guys better tag her in the comments. Don't be lame.",2023-10-26,108,hashtag
7294424942924582190," Vladimir Putin is not dead. We're starting off this story with that because right now there's a lot of rumors and speculation stating that he has died from his injuries on Sunday. For those who don't know, on Monday a large Russian telegram group announced that on Sunday night Putin had a heart attack in his presidential suite. That account really has given mixed information throughout the past year and a half.",2023-10-26,72,nyt
7297411024813034795, Backplates that scream JV bro. Listen man a couple of days back I made all the backplates that scream D1 bro So you already know for a fact it was only fair that I had to show off some love with the backplates that show JV. That just scream JV vibes. Let's go ahead and get the video poppin bro. Let's go man. Coming in at number one we have the Gear Protech. I'm not gonna lie if you got this backplate you are absolutely garbage. This is by far one of the most generic backplates that every JV player be seeming to get their hands on. Like bro y'all have all these other options in the score and y'all over here picking the Gear Protech?,2023-11-03,126,hashtag
7288050618646760746," This is a long story and I'm coming out the dome so bear with me. After World War II and the Holocaust and all that stuff went down, the Jews were like, you know what, we need to get up out of here so we finna do it, finna ride out at dawn. And so somebody was like, okay, where we finna go? So somebody else was like, you know what, we just finna go back to our granny in them house, we gon' take off to the motherland. So they had decided like, we finna go back to the Middle East and they ended up in Palestine. So they get to Palestine and the Palestinians was like, okay, we got some company, like, you know, we got some visitors. And then they realized they had visitors, had to spend the night back. So the Palestinians was like, so what y'all finna do?",2023-10-09,153,nyt
7301718402262142254," Change your name, change your mind, and leave this fucked up place behind, but I'll not, I'll not, I'll not...",2023-11-15,20,hashtag
7305179700937329966," I'm a little confused. The money you make is your money, but the money I make is our money. You're not confused, Greg. You nailed it.",2023-11-24,26,nyt
7291419643854523691," So yeah, I spun this corner came across hoes.com I was confused. I had to go back. It say Moe shoes.com bro got me fucked up",2023-10-18,26,nyt
7218590742950776106," This is America's most inbred family. From a small village named Odd, they are known to bark, grunt and run away if approached by strangers. Twins John and Henry Whitaker had children John and Gracie who decided to get married, even though they were cousins. John and Gracie went on to have 15 children of their own. This has left the Whitaker children with numerous genetic defects and unable to communicate with the outside world. Filmmaker Leda first met the West Virginia family in 2004 to take photos for his book, Created Equal.",2023-04-05,93,poster
7303595411217042734," Dear everyone, hi guys, it's everyone in the group. We all are here to say that we are all not going to be on TikTok for a while.",2023-11-20,28,nyt
7294109482823486751, by Kawhi shot clock is late inside 11 to 4 starts the first set hit hit five of ten shots and now the fifth turnover. That throws it down. Time out. Playing alongside. It's exciting. You know those are two perennial All-Star guys.,2023-10-25,43,poster
7303597165442633002," I just want to let y'all know if y'all are hitting a paywall on anywhere, you can just go real quick, copy that link, go to archive.ph, put in that lil news link, and it'll tell you how long it is and then you can save it again if you want a more recent one. And cause they updated it, it'll take like 5 minutes. And then you can access the article. Don't tell anyone.",2023-11-20,75,hashtag
7183623498152103173," Shakespeare made up words, didn't he? He did that all the time. Mm-hm. He made up so many words. He made up about a thousand words that we still use today. Did he? Mm-hm. Like, I've got a list of words... OK. ..that he might or might not have made up. OK. And you tell me if Shakespeare made them up or not. OK. Cuckoo. No, I don't think so. Ukulele. No. Trouple bowling. No. Seafax. No. Omnishamble.",2023-01-01,78,poster
7291688132611722526," Sydney Powell, one of the 19 co-defendants in the Trump election case in Fulton County, pleaded guilty. This is just one day before jury selection was set to begin in her trial. Sydney Powell, one of Donald Trump's former attorneys, has agreed to plead guilty just moments ago there in Georgia. But remember, she is part of the group that was alleged to have participated in this conspiracy to subvert the election, specifically as it relates to overturning the election results.",2023-10-19,81,poster
7269454618134875434," That is indeed a triceratops eating meat. I am so glad you brought that up. I specifically chose that photo so that I can make a video like this because I wanted to talk about this topic again. So here we are. So why on earth would a triceratops be eating meat? I mean, it's primarily an herbivore. It would stick to plant life. That's what it has its adaptions for. That makes complete sense, correct? Well, not necessarily because the same logic can be applied to modern day animals that are primarily herbivores and, you know, completely vegetarians. On screen right now, you'll see plenty of photos and videos of herbivores",2023-08-20,112,hashtag
6940724394251635974," So did I. This past August, a group of former Glossier employees launched an Instagram page called Out of Gloss in which they catalogued their grievances with the company. This letter is pretty long and it is a few pages, but the gist of it is, first of all, they did not feel protected by their employer at all, facing a lot of discrimination with even their customers. This part of the letter here shows that the HR department was practically non-existent and that claims from employees often went unaddressed or were just completely excused.",2021-03-17,95,hashtag
7302950060046699818," Thanksgiving dinner with grandma we have some ham, turkey, dressing, mashed potatoes, gravy, corn, sauerkraut, brussel sprouts, mac and cheese, sweet potatoes, limas, green beans, eggs, some different salads, pickle platter, pasta salad,",2023-11-18,33,nyt
7305476547849293086," Wait, Huey, Dewey and Louie? No, their names were supposed to be Jet, Turbo and Rebel. I could have been Turbo? I told Donald. I wrote it down in case no one could understand him. I could have been Turbo?",2023-11-25,40,nyt
7298445331094687018," Who would you say is your most famous friend? Shaquille O'Neal. What is your least favorite practice drill? Two line layups. I hate two line layups. And if you miss, you have to start all over. Until we make 13 in a row, pass me at the 13 off the backboard. So it's a lot. If there was a movie about your life, who would it be? Terajee B.H.C. What is your go-to late-night snack? I like candy bars. What is your favorite school to play at or against? I think of a good-emiring movie at Tennessee. Who would you say is your favorite LSU alum? Shaquille O'Neal.",2023-11-06,108,poster
7197859456569380138," This is what cancel culture actually looks like. In 1970, French actress Jean Seberg started donating thousands of dollars to the Black Panther Party. The FBI was furious and fabricated a story that Seberg was not only cheating on her husband, but that the child she was pregnant with was fathered by a leader in the Black Panthers, Raymond Hewitt. Recently, the FBI admitted to planting the story, but not before the stress caused Seberg to miscarry. Unfortunately, this miscarriage caused Seberg to attempt taking her own life",2023-02-08,88,hashtag
7309373007888387374," I don't want to hear shit about boycotts not working. I don't want to hear another peep. Remember how much power you have. Don't ever doubt the impact of one person. Because when one person, two people, three people add on top, have a collective mindset to do anything, United, nobody's fucking with us. It really doesn't matter what it is. There is no company too big, no person too big, no entity too big.",2023-12-06,75,nyt
7299510484208831774," The music industry has done Bebe Rexha dirty so many times. And if you're not caught up on some of those other times, click the comment that this is replying to and you'll see I've already done two other videos on Bebe Rexha. But this time we got to talk about the time that G-Eazy and Britney Spears performed her song that she did with G-Eazy, Me, Myself and I, live at the VMAs without telling her it was going to happen and replacing her vocals with Britney's. I'm sure you all know this song, right? Welcome to my series, Dirty Pop.",2023-11-09,102,nyt
7024857884311784709," I doubt any guys follow me but here are some easy but like non-basic Halloween costumes you should be as a guy that I think would be so hot and I would take you home in. This is such an easy costume but you could be Ashton Kutcher when he was on Punk'd. Just like trucker hat, graphic tee, very Y2K, belt buckle and you could run around all night being a fucking menace and I'd be like I'm in love with this man. Instead of being a normal just like athlete you could be Duke from She's the Man and carry Gouda cheese and just wear like a",2021-10-30,109,nyt
7307285645888638250," Joe Biden used a straw. Now if you've seen me on the five or on primetime, you know I recommend that all men refrain from using straws. It's unbecoming. The way a man's lips purse, the size of the straw is just too dainty, the way your fingers clasp on it, no.",2023-11-30,52,poster
