,vid_num,url,username,nickname,description,music,like_count,share_count,comment_count,play_count,collect_count,comments
20,66,https://www.tiktok.com/@/video/7338184072285490478/,lyft,Lyft,we have the first one covered: our women+ connect feature is now available nationwide. ,оригинальный звук - Tima <3,40700.0,97.0,135.0,1100000.0,21,"['Yayyyyy so excited for this feature!!!', 'ok u guys ate with this', 'So real', ""thank you, thank you!! I'm so tired of that awkward last 5 mins of the drive when he asks for your number and what you're doing later"", 'So now Lyft is promoting witchcraft', 'i am so grateful for this', 'This is such a good idea!!!! Thank you!!!', 'Idk I feel like this could target women more?', 'Yall ever c bojack horseman?', 'that was in cartoon world, this is irl', 'how do we request for this? i don’t see anything in the app about it', 'My moms on her waaaaayyyy 🥰', 'Boygenius???', 'not no', 'I’ve only gotten men since turning on this feature', 'Is your boss by any chance a guy named Todd', ""it's always nice to be included in a sentence someone says"", 'Lyft just became my preferred ride app (:', 'I had mostly women passengers today. A blessing ✨', 'yeah this is a slay', 'this. this is advertising.', 'BRUH. Finally', 'ABOUT TIME']"
21,89,https://www.tiktok.com/@/video/7339428246938750210/,kirstkae,Kirst Kaé,When you get home from a weekend away at the Eras Tour and your Ken has been made to fend for himself in the wild 🤦🏼‍♀️ ,Taylor Songs Mashup - taylro,36400.0,1175.0,738.0,686700.0,788,"['Weaponized incompetence', 'Apparently your Ken’s job is weaponized incompetence 🤷🏻\u200d♀️', 'He’s gon be thirsty this week 😂 #strike', 'Sometimes it’s just better to be alone', 'Is your Ken 4years old??', '👏🏻 YOU 👏🏻 ARE 👏🏻NOT 👏🏻 HIS 👏🏻 MOTHER 👏🏻', 'I believe that was a known issue with the older model Kens, which means you’re due for an upgrade! 🕺🏼', 'Crying 😭😂🤣', 'Ken can redo it 😬', 'You his mom?', 'I come home from trips with the house cleaned and flowers on the table. I hope you get that one day too- because it is out there.', '@Kirst Kaé：Haha luckily he’s pretty good with tidying other areas of the house, flowers on the table 💞 what a gem!', 'Ya’ll hear the term “weaponized incompetence” once and think you’re experts 😂😂', 'Tell me about his mom….', 'my scandinavian soul is fuming watching this', 'Oh my this genuinely worries me', 'I’m grateful to tik tok everyday for showing me why I don’t want to get married 🩷', 'Does he understand how dishwashers work? 😂', 'I’ve known too many Barbie’s in my life who also load dishwashers like this lmao', 'Do we need to introduce dishwasher police? 👮🏼', 'He Ken try again.', 'Who is still putting up with infant men in 2024 fr', ""🙂I'm so glad I'm a lesbian🙂"", '@jade more actual footage yesterday', 'This ain’t it', 'Jesus', 'Yeah I left for a cousin\'s funeral one weekend and came back to a sink full of dishes because loading the dishwasher is ""my chore."" Careful girls.', '🤦🏼\u200d♀️', 'well guess someone is going to be reloading it and rerunning it and it’s not me lol', '🙌🏽', 'Oh my god', 'Girl run.', 'nah he did that on purpose', 'Boyfriend did this once. I made him watch me load the washer, then he was responsible for loading it for a week straight.', 'I love this, imma try this..', 'At least he tried! Most would leave it in the sink.', 'Well the outside of the cups are very clean and shiny', 'How does HE think the dishwasher works lol', 'i genuinely had to watch 5 times to see the problem', 'Hahaha', 'Better trade up for the new model', 'This is so sad', ""looks like he needs practice, looks like Ken's doing it till he gets it right"", '🙌🏽', 'Nah if your Ken can go to work, he can wash a glass unacceptable', 'i am grateful everyday for being lesbian', 'I really hope all of you women who are critical of this man know how to check the tyres, when to book your car for a service, check oil and water etcetera...', 'Absolutely not', ""those are clean. I also lay my mugs down to dry, as the water pools when they're upside down."", 'Interesting point, I didn’t think of that 🤓']"
22,31,https://www.tiktok.com/@/video/7334864893826419969/,American Eagle,American Eagle,"New arrivals in on-trend denim on denim, neutral tones, relaxed fits & more. 
",Promoted Music,3632.0,48.0,36.0,6300000.0,30,"['I thought he was Matteo for a sec lol❤️', 'KAHLIL BETH', '@ Your models next time', 'kahlil looks so fineee', 'Why did I say “matteo??”', 'OKAY KAHLILLL', 'Thought that was Matteo for a sec', 'I THOUGHT THE GUY WAS MATEO', '@Noah Miller u in the beginning?', 'I’m here for this 🩵', 'omg my man', 'LMAOOO I remmeber once matching w him on hinge', 'Khalil is my man don’t play', 'I THOUGHT THAT WAS HARRY STYLES AT FIRST', 'Sweet', 'bro @legioen', 'khalilll', 'KAHLIL', 'khalil', 'he looks high']"
23,5,https://www.tiktok.com/@/video/7329697521649880322/,Visa,Visa,An easy way to pay around the world,Promoted Music,4856.0,80.0,33.0,25300000.0,86,"['I swear that was Adam Sandler before he fully turned around', 'Thought bro was Adam Sandler', 'Had to check twice to make sure I wasn’t Trippin, I really thought they got Adam Sandler for this🗿', 'we all thought that was adam sandler 😭', 'so we all thought it was adam sandler?😭', ""Negative canthal tilt, prey eyes T50, bald, no jawline, 5'3, it's over for bro"", 'Not one original thought I have.', '2093 ahh beat', '@Grey🧌 easy and wild', 'I thought that was @john summit in the beginning', 'Why does Visa have to advertise like we aren’t basically forced to use it', 'Aaron Bushnell 🇺🇸', 'this is ai guys', 'i used to follow that food influencer i can’t remember his name how random', 'beat sounds like thanos beatbox', 'Is that Adam Sandler?', ""I'm cody"", 'lol he dated my friend for years when I was in highschool', 'How do I apply for one?', '@miguel what if i start tagging u in a bunch of ads', 'I have that zebra shirt and I regret buying it.', 'Do the gift cards work on Amazon😕', 'Hi', 'doritos', '@Zzz', '.', '@John Marston', '🤫🧏\u200d♂️', 'Be aware tho Mastercard is generally accepted more than visa in many countries, way better than discover or Amex tho', 'If you see this tag Kira kosarin in my most recent vid she must see it']"
24,57,https://www.tiktok.com/@/video/7340086715408862506/,maaarrrriiiii,mari,ladies ive been baffled before but never like this🤨 ,oh - C,129300.0,1080.0,1139.0,977000.0,3642,"['how did he decline HIS OWN suggestion???', 'He’s been watching too much dhar mann lately', 'so why did he ask?? 😭', 'Are men… okay?', 'im dead at all the punctuation.. like he formally declined 😭', 'FORREAL ITS LIKE HE GRAMMARLY’D THE REJECTION', 'Oh so he’s a whole villain. Got it.', 'why is he talking so sophisticated', 'why would he say that😭', 'why was it even suggested then 😭😭', 'boundary enforcing yet very confusing king', 'I think he probably didn’t expect you to agree with it and he panicked LMAO', 'This is SO funny IM SORRY', 'He said now that u mention it😭😭', 'THEN WHYD HE OFFERRRR GN😭', 'the switch up is crazy', 'So that was meant in a “what if we do more? 😰” way? 💀', 'outmaneuvered', 'Was he kidding??? 😭', 'haven’t talked to him since so I think the answer is no 😭', 'he did not just turn that around on you😭😭😭', 'let him cook. this the method.']"
25,16,https://www.tiktok.com/@/video/7338197083100302625/,grindzfans,Calvingrindz Tm,She didn’t know what to say 🤣🤣,original sound - Calvingrindz Tm,50200.0,919.0,421.0,1500000.0,1802,"['Calvin go home and leave that girl alone 🤣🤣🤣🤣', 'Calvin caused a lot of emotional damage in this clip 🤷😭🤣', 'Leave 👏her 👏alone👏 CALVIN 🤣🤣🤣', 'at least she got it in the end lol, that Rosa parks bar got her 😂', 'The moment she said nooo lmao😂😂', 'She seems like a sweet person leave her alone lmao', 'I only have 1 friend 😭😭😭😭 she’s Mexican like me', '💀💀all the way in the back like rosa parks 😂😂😂😂', 'Rosa Parks!!! 🤣🤣🤣', ""no...I don't have any friends at all 😂"", 'So chocolate milk is all the way in the back like Rosa Parks was? 😂😂', 'Lmao 😂😭 not the Ms. Rosa Parks line lol', ""Dude out there stressing good pple 😂\nShe's was so nice 🤗"", 'this too funny🤣🤣🤣', 'I HAVE MORE BLACK FRIENDS THEN I HAVE WHITE FRIENDS....!!!', 'Calvin was rough on her🎼✨✨🎶😂😂😂✅', 'MORGAN MAKEUP', 'Me : “I actually don’t have any friends” problem solved.', 'This cracked me up !!!! ❤️❤️❤️❤️', '😭😭 I jus be asking', '😂😂😂😂 well he’s right', 'Gottie 😅😂', 'I can’t with Calvin 🤣🤣🤣', ""it's funny when they do it but not funny when I make jokes like this."", 'Segregating the milk. Unacceptable 💀😂', 'She couldn’t tell if you were playing or not 😭 like she’d laugh and then see your face and be like 😟', ""lol you so silly all the video is so funny I don't laugh lately because of my lovely brother passing. but today I did thanks for your lovely video 😇😇😇"", 'Why would you ask those questions. This is not funny', 'You made us lol 😭🤣🤣😂', 'smooth😂😂😂😂', 'Calvin 😤🤣', 'lmao she got Rosa Parked 🤣😂', 'Lmao why you got to mess with her like that hahaha', 'pro what 🤔', 'His voice 😍', 'Bro rizzing her up', 'He’s funny.', ""that's a good one😂😂"", 'really give me a break', '😂😂😂😂😂 He ain’t right']"
26,41,https://www.tiktok.com/@/video/7332930129934503170/,Walmart,Walmart,Members save on this + so much more,Promoted Music,3011.0,52.0,49.0,18300000.0,69,"['I just got fired and they took away my membership', 'Hey Walmart can us associates get new registers, scanners, raises, and can managers please accept doctors notes?', 'I don’t do Walmart & am getting along just fine 😁', 'Does walmart remember it owes me over eight hundred dollars from my first paycheck I never received over three months ago?', 'Banned me for forgetting to scan cat litter L store', 'I’ll go to Walmart when they stop asking for a receipt after I bought my stuff', 'Flowers are blooming in Antarctica', 'Walmart + was the biggest waist of $100 I’ve ever spent.', 'I edged in isle 16 at Walmart back in 08, those were the good days man', 'one eye.', 'I love seeing polyamorous families being supportive by Walmart!', 'y the ads load but not the actual videos', 'Delivery never gets it right', 'Needa do better Im seeding torrents im never gonna watch', 'I save 100% from not even having a movie night', '😂 we getting rid of subscriptions. Your a little late to the party.', 'I received a package from Walmart that I didn t order!', 'Join the class action suit against Walmart. They purposely overcharged us.', 'Aren’t y’all in a lawsuit or something', 'We get paramount 🤗', 'I wish they delivered to my area', 'Walmart you will be the first', 'Jhhhhh', 'Can you deliver fent', 'Tried buy a product online from Walmart 5 years ago. Long story short, it’s was a disaster. Never used Walmart.com again', ""Walmart you treated my pregnant daughter like 💩. Have not been in one of your stores since, that's 18 years!! Doing FINE without you!!"", 'Walmart judge and only give to those who get on ther knees they suck and are prejudice of all people on work ther never go to Walmart in Lodi califor']"
27,82,https://www.tiktok.com/@/video/7339754907446152491/,xoxoxo.ab,ab,Serious answers only!!🤗,The Beginning acoustic version - Flawed Mangoes,78000.0,141.0,3022.0,839100.0,811,"['at least $1', 'okay but well need a update. probably points on license as well', 'That’s a felony 😭', 'there’s no reason to go 106 in a 75. it puts you and so many people in danger.', 'Y’all are acting like she shot someone 💀. 106 is nothing if you’re on a empty highway & have a fast car', 'Oh babe that’s reckless driving 😭', 'a felony called reckless driving!', 'Maybe drive safer 😁', 'maybe leave a little earlier so you don’t feel the need to rush. nothing is ever that serious to be worth your life!', 'Is it ever that serious to drive THAT fast', 'Whatever it is, be glad you didn’t get arrested 💀', 'You put lives in danger doing that. They didn’t choose to be victims of your negligence. This should be reckless driving, suspended or revoked license', 'you shouldn’t be on the road at all after that !! hope this helps', 'Hire a lawyer', 'well whatever it is you deserve it!', 'It’s insane that people are defending her', 'Not funny or cute. If someone hit my family driving like that you wouldn’t be asking about it.', '@willow u would know', 'Hopefully a revoked license for life! 😁', 'depends on the state, google is free, and reckless drinking isn’t cute or a flex', 'oh that insurance raise is gonna hurtttt', 'Yall really don’t speed 😭😭 100-120 on any highway', 'Like $500, plus you have a criminal record', 'what happened that you rly felt like you had to go that fast 🤨', 'Hopefully a lot🙏', 'girl a court date 😀', 'girl you should’ve been arrested😭', 'i don’t think you understand how reckless that was', 'ummm I’d be glad they didn’t take my license away! For why do we need to go over 100???', 'Girl if you had another person in that car that’s a felony and you could be charged with attempted murder🤣', 'anything over 90 is mandatory court appearance. but look up the city of which you got the ticket in. they have set prices', '250 ish and some driving school', 'if your from texas this is literally like average speed', 'ABRIANA I DIDNT WANT TO FIND YOU LIKE THIS', 'HAHAHAHA', 'Bro why are ppl being so mean I go 140 in a 65', '@elia⸆⸉🏎️ the ppl defending this girl are crazy like this is not cute', ""Mine was like $350 for going 100 in a 70 :')"", '""well if it isn\'t the consequences of my own actions""', 'this is actually not cute and not funny', 'Y’all in the comments are the drivers that slow the traffic down by going exactly the speed limit']"
28,94,https://www.tiktok.com/@/video/7334079885993839915/,naraazizasmith,Nara Smith,couldn’t stop craving this🫶🏽,original sound - Nara Smith,2200000.0,19900.0,11600.0,18100000.0,143334,"['Oh she meant FROM SCRATCH 😭', 'I would definitely buy a Nara Smith cook book', 'Nah the mozzarella from scratch took me out 💀💀', 'YOU MADE THE CHEESE… speechless', 'red sauce in a white dress… bravest girl i know', 'But I didn’t see flame on the stove', 'How do you not ruin your beautiful clothes?', 'Ngl by the time I’ve made this I wouldn’t even want lasagne anymore', 'The Italian in me is very happy rn seeing this 🥰', 'The difference between your “from scratch” and mine is WILD 💀', 'who taught her all of this? did she study for cheff? im curious', 'Queen of cooking from scratch 👑', 'Actually surprised you didn’t make the sauce from scratch', 'aint no way this is a real lady. what kinda AI is she? 🤔', 'Girl how many hours in a day do you have cause it’s not the same 24 😭', 'Babe come here!! Nara Smith posted', 'We started chopping up some carrots, no we honey! Take all the credit yourself!! You chopped', 'I hope Bisan has a safe home to live in soon 🍉', 'It’s not from scratch girl you didn’t milk the cow']"
29,36,https://www.tiktok.com/@/video/7340376965469326594/,Chewy,Chewy,Find what you need from Chewy for an epic day.,Promoted Music,1029.0,4.0,4.0,1500000.0,0,"['3rd', '🥰', '🥺']"
30,2,https://www.tiktok.com/@/video/7339268749272436011/,mmmjoemele,Joe Mele,🤣,original sound - Joe Mele,1100000.0,21800.0,8307.0,8800000.0,118762,"['Where’s Lois Griffin? I miss her.', '“ghead”😂😂', 'THIS TREND HAS ME WEAK😭', 'lmao', 'Your grounded', 'he sounds like peter Griffin', 'The faces kept getting worse 😂', 'lol', 'Funny as hell', 'Goofy ahh smile', '“I’m just stretching my face”😭😭', 'The smile HELP-', 'OMG I CANT STOP LAUGHING!', 'I love it so so much', 'This is the best thing I’ve ever seen😂😂😂', 'Not the face muscles', 'I scrreeeammed 😭😭😂😂😂😂😂', 'OMGGG😂😂😂😂😂', 'He is a skinwalker 😭😂', 'What the heck?']"
31,61,https://www.tiktok.com/@/video/7328458019426061601/,charlottetilbury,Charlotte Tilbury, has PIZZAZZ! ✨ And you can too with Charlotte’s NEW! Pizzazz lipstick 💄 ,im obsessed - hosna,23000.0,91.0,167.0,11800000.0,344,"['Not obsessed with the prices 🥰', 'No thanks! 🆓 🇵🇸❤️', 'She is serving Michelle Pfeiffer in Scarface 🥰', 'Why did some creators not get the lipsticks I’m confused', 'Get the London look', 'She took the missing lipstick', 'She looks like Elvira from scarface', 'can you make cheaper prices', 'Reminds me of Selena Gomez just in a different font', 'Taylor swift who? This is a joke not hate xx', ""I won't buy after seeing everyone else being cheated of their products 😭makeup isn't cheap!"", 'I love seeing her on charlottes ads she’s iconic', '😘 💋', 'better version of taylor swift', 'She’s so gorgeous', '❤️ ❤️', 'Your products are way too expensive!! That’s why I wait to buy your products at Marshall’s and TJMAXX', 'Omg i need new lipstick and i love this shade', 'Treat yourself, darling! ✨', 'shade name i really love this shade?', 'This stunning shade is called Pizzazz, darling! 💋', 'Ooohh love that red 💋🥰💄', 'Darling, this is giving Hollywood to the MAX! 😍 💋']"
32,77,https://www.tiktok.com/@/video/7339046352581594376/,teganyorwarth,Tegan Yorwarth 💅🏽,surely the honeymoon phase doesnt wear off 😂😭,suara asli - princessmermaid🧜🏻‍♀️ - stayyoung,221000.0,929.0,256.0,3700000.0,2183,"['the “love you my king” GIRL GET UP RIGHT NOW 😂😂', '“My king” is wilddddddd 😭', 'You lost me at king', 'No other texts too hahahhaha', 'Huh is funny af😭😭', 'which is which?', ""He didn't say love you back 🤔"", '@Paige ❀ my king?! 😭😭', '“huh? 😂“', '8 years with mine and we still talk to each other like we’re in the honeymoon phase 🤷🏻\u200d♀️', ""as someone who's been with the love of my life for 8 years. when you find the right one the honeymoon phase doesn't wear off. ❤️"", 'Pause I know she’s not calling him a king after 6 months', 'nah even ten years later they should care', 'Is it just me who’s texts my fiancé and my parents that I love them before every flight just incase something happens?? 😅', ""7yrs in he takes me to the airport. tracks my plane get to the airport, tracks the plane when I'm on it and immediately lets me know we've landed 🤣"", '10 year gang here 😂', 'Why are people laughing at “my king”? I call my hubby my king 🤴 and he calls me his queen. 👸', 'Ofc the guy cares. Once you’re together for that long and in a HEALTHY relationship you guys become like best friends', 'the way tegs txs is like they in primary school 😂', 'coming to our 4 year anniversary. Still daily I miss u and love u texts ❤️']"
33,98,https://www.tiktok.com/@/video/7339381124088581419/,_bekkyellise,bek ⋆ ˚｡⋆౨ৎ˚,like they were cute but WERE WE THAT BORED??,CARNIVAL - isabelle 🦇 (tylers version),1900000.0,3109.0,6242.0,8900000.0,47556,"['Finna do the carnival trend outside 😭😭', 'we were in our homes for months… yes we were that bored!', 'Yall what is the carnival trend😭', 'that was like the most normal trend at the time 😭', 'i actually already had that mirror outside bc we were gonna throw it away n never did', 'wait might bring this back💯💯', 'yes we were THAT bored 😔the pics ate tho', 'THE MILK BATHS', 'wait what is this trend?', '… yep they’re still in my camera roll too 😂😂', 'this is not even close to the weirdest thing ppl did 😭', 'no shame. mine turned out so cute.', 'NTM!!!!!😂😂😂', 'i never did this 😭', 'no this was so cute i might do it again fr', 'not even the slightest bit close to being as weird as ppl finding it attractive when popular creators tapped on the side of their heads tho😂', 'BUT IT ATE AND IT STILL DO', '@rhe🎀 I did that on my old insta', 'They ate tho', 'It was kind of a serve though 😭']"
34,20,https://www.tiktok.com/@/video/7333390237667691778/,Dove,Dove,Summer and sun-soaked beaches,Promoted Music,10900.0,106.0,14.0,16600000.0,114,"['was that ,,, sticks of butter', 'Yeah I’ve always wanted to smell like a concrete wall', 'Is that 1989', 'Marketing team did they homework 😂', 'So will y’all ever bring back aloe birch water body wash?', 'Is it similar to the native coconut deodorant?', 'Good marketing', 'We need clinical version', 'Mega corp dont buy!', 'Mmmmm, you smell like…deodorant 😍']"
35,21,https://www.tiktok.com/@/video/7338211769711627562/,thehappyhotelier,thehappyhotelier,“why are hotels so expensive?”🙃 ,Cha Cha - ZEDDY WILL,75600.0,187.0,1247.0,2100000.0,746,"['Idk why there’re no napkins or paper towels for when guest spill stuff or need to clean something up that’s why they end up just using a towel', 'I think it’s mostly because this type of product is expensive and is likely to get stolen. But we do offer black make-up towels for our guests to use 🥰🥰', ""I just spent 300$ to sleep in a bed that isn't mine for a night\nI'm not feeling bad here sis"", 'Girl we will not ever be on the hotels side. A multi million dollar business can deal with dirty towels.', 'you’re complaining about the cost of providing paper towels in a room and then complaining about ppl using towels bc there’s no alternative bffr', 'Went to a hotel that included a black hand towel and labeled it for makeup removal and thought it was genius!', 'We offer these as well!!🥰', 'This video did not go your way lol', 'cleaning stained towels is just part of the industry', 'There is a differnce between using and ruining🙈 We understand that accidents happen! And a towel or 2 is not a huge deal🥰 but when it’s EVERYTHING in the room🙃', 'Yeah guys don’t use the things in the hotel room they are for decoration. Just air dry and sleep on the floor', 'There is a differnce between using and ruining🙈 that’s why Airbnb is so great because the guest knows that they will be rated on cleanliness & they typically leave rooms cleaner than average😁🥰', '“No rules apply” would the rule be that you can’t use them🤨', 'There is a differnce between using and ruining🙈', 'When hotels insist on only providing white towels 🥲🙃', 'I think it’s a stigma with cleanliness🫧 if it’s white, you know it’s clean🥰', '@Maddie @Em thh I this is why I slept on a towel from home', ""they're towels at a hotel, are we not supposed to use them???? like lmao"", 'Use them yes…stain them no. Unless you want hotels to cost an arm and leg because they have to replace stained linens after every guest🙈', 'I am a menstruating woman and sometimes my period comes unexpectedly. At home too. I’m not purposely staining things cuz I think “no rules apply”. Get over yourselves', 'With how much hotels charge now I think they’ll be alright stain treating a couple towels lmao', 'The reason hotels charge so much now is because some people think it’s normal to have a motel waste time & money to pay someone to stain treat ALL the laundry🙃', 'It’s the cost of running your business', 'There is a differnce between using and ruining🙈 that’s why Airbnb is so great because the guest knows that they will be rated on cleanliness & they typically leave rooms cleaner than average😁🥰', 'When I worked hotel laundry we just threw everything in, stained or not. It just got a heavier wash and came out fine', 'Most of our stains don’t come out like that🙈 and being such a small motel with limited machines and space we can’t rewash our stuff with it putting us behind😁', 'You’re fighting for your life in these comments and no one is on your side 😂 maybe find a different profession', 'WITH YOUR BARE HANDS 💀', 'Price of stay covers your cleaning staff. I came to relax, not worry to leave stuff clean. When you lower my rate for leaving room clean, I’ll think', 'So in order to relax you need to stain and ruin all the laundry in your room??🙃', 'What else in the room to clean up messes?', 'If a mess or accident happens, call the front desk and ask for rags!🥰 I promise we have plenty of them!']"
36,76,https://www.tiktok.com/@/video/7333636254220815658/,lovemysilk,lovemysilk,"We also sing while blending up our Silk® Protein Almondmilk, smoothie. ",original sound - lovemysilk,26400.0,201.0,303.0,20800000.0,292,"['glad to see him back and well', ""I'm so glad that he's okay"", 'still got the Hawkeye senses🥰', 'OH MY GOD ITS JEREMY RENER FROM THE JEREMY RENER APPP', 'Is no one bothered by the fact that he did not put the lid on the blender😂', 'I’m so glad he recovered, he’s wonderful ^^', ""Isn't he? We're so glad to partner with him!"", 'This is how Hawkeye gets his strength', 'completely unedited Jeremy can just do that', 'Yeah we were just lucky the cameras were rolling 😳', 'I’m sure we can all agree that we’re all thankful he’s well and back after that accident', '💙', 'I’m super impressed that he can use a blender without the lid being on', 'His leg is better? I think about that accident like I personally know him 💜💜', 'Hawkeye makes smoothies?', 'this guy reminds me of my favorite app.', '@carolina JEREMY RENNER???!', 'So glad he’s alive and doing better. Miss him a lot', 'love this!!!', ""We're lovin' it too! 💙"", 'I only see him as Hawkeye', 'I’m glad he’s well@M 🧟\u200d♀️', 'bro needed a paycheck', 'Bro will forever be hawkeye he needs a movie']"
37,99,https://www.tiktok.com/@/video/7337382913740246274/,taytliz,Gabby⸆⸉ (Ivy’s version),she ate.🙇🏼‍♀️ || vsdt: ,original sound - Gabby⸆⸉ - Gabby⸆⸉ (Ivy’s version),415300.0,2724.0,1606.0,1700000.0,63098,"['this woman never fails to amaze me.', 'that first clip always eats so hard', ""'HAVE YOU SEEN THAT ONE TAYLOR SWIFT EDIT??'"", 'I’m not the biggest Taylor swift fan but I can’t lie she’s so iconic', 'tolerATE it ‼️‼️‼️🗣️', 'MASTERPIECE', 'TYSMMSMSMMSMS', 'She DEVOURED with that line😩😩', 'Commenting on every Taylor Swift video I see: #765', 'I LOVE THIS SO MUCHHH', 'I love how unapologetic herself she is!', 'Motherrr 🤌🤌', '@rhianne love this side of her', 'Imagine being the person that’s like “ugh, she’s mid.”', 'she’s literally so fine bro😩🧎🏻\u200d♀️', '“hey do you know that one taylor swift edit?”', 'miss americana is amazing', 'OMFG IM OBSESSED', 'SHES SUCH A QUEEN', 'I WATCHED MISS AMERICANA TODAY SHES SO ICONIC (I was crying for half of it)', ""the search is That one Taylor swift edit (I'm not a swiftie but the search is cool)""]"
38,60,https://www.tiktok.com/@/video/7337342703161625898/,quirky_black_therapist,"Pat, Radical Therapist","Well, I am tired. 100k down the drain (kinda) - only to have to unlearn how mental health therapists uphold harm in many ways.",BAILEYS SOUND - Me!,5543.0,56.0,189.0,34700.0,321,"['After years of ‘therapy’ I found the most healing and nervous system regulation just withdrawing from and deconstructing American consumerism etc', 'honestly, this just gave me a little bit of hope that I’ll find a therapist who can actually help me. ❤️\u200d🩹', 'Grad school taught me to memorize the DSM. I had to learn how to be a therapist on my own after my degree.', ""I'm grateful for my professors because a lot of them challenge the colonial source material and force us to learn where the system fails"", 'Listen!!!!! Going into more debt to get actual training I can use to serve my BIPOC clients. Why wasn’t I taught any somatic healing skills in 3 years of my program!?!?!?', '💯 As a trauma/EMDR therapist : I feel this with you. 🙏', 'I feel like a lot of therapy tells me ""just think your way into being happy about poverty and oppression and DV and no social support"" 😮\u200d💨', 'I’m now telling people who are considering the field to find the cheapest program bc it’s just a hoop', 'Seriously… I don’t regret it but… I also regret it…', 'Think of it as paying to be able to do the work you want to do as a licensed professional that can be reimbursed by insurance 🤷', 'This actually gives me hope for future therapists who work outside of the traditional confines they’re taught', 'I was thinking this today. Even if you look at attachment theory. It suggests that anything outside of one way of relating is disordered.', 'Many are feeling this this. My therapist has decided to become a life coach so she can integrate spirituality into healing. 💕💕', 'And now you can help others, deconstruct too! There’s so much value in that', 'We need youuu 🫶🏽', 'No but why does she get so uncomfortable when I talk about the systems', 'I actually avoided my MA and spent 5 years studying trauma & deconstructing the western, pathogenic medical model instead. The best decision I’ve ever made and I was grand fathered in to practice 🫶', ""can someone give me some examples of colonial ideas of care? guinuine question google doesn't help😭"", 'Can’t deconstruct the system and build a new one without knowing how the original system works 👀 you’re building a new generation of MH specialists', 'No but the therapist model in the west is so white so imperial so colonial and by default often sooooo racist and not at all intersectional', 'There’s value in every experience…but damn some of them hurt', 'So glad I’m not alone 😅😅', ""I'm so glad you're in this space. 25 years after becoming a therapist I can tell you you'll keep feeling that way a bit a variety of things...."", 'I feel like I should’ve been paying you! You’ve helped me deconstruct many perceptions, where other therapists could never. Thank YOU', 'This is every single job here 😭', ""How many of our edu institutions are the cause of harm in most areas while still teaching old harmful practices. I'm sure we all got stories 😭"", 'Seriously the more I learned the more I was like… uhhhh this isn’t right!?!?', 'lol, spending all that time/money to become a therapist only to realise how much I hate the system 💀', '1 yr away from my internships 😭😭 don’t tell me this', '💯 You were needed here! 🥰🙌🏾❤️', 'So real', 'I feel that. Definitely learned some but much more to unlearn 😩', '👏🏼👏🏼 we need more people like them', 'You still learned a ton of useful knowledge and skills dw', 'Seriously!', 'Yep 😖', 'Too relatable 😣', 'Spill!!!!', 'To help the rest of us unravel the narratives and heal. You have a multifaceted view with real life experience. May what you invested return 100X 🌹', ""it's wildddddd""]"
39,37,https://www.tiktok.com/@/video/7339748928306302251/,laurecomedy,Lauré,We Used To Be A Proper Country! 🦅 ,original sound - Lauré,225400.0,19700.0,7656.0,1400000.0,9643,"[""Bad news lady. Worked for Lowe's for years. They ain't paying 45 year olds enough to work there. That's why they get dumb kids."", '45 and served in Vietnam 😂😂', 'You gotta go to Ace for that kind of expertise now', 'I only want to talk to a Home Depot employee who works there because there wife said “find something to do because you are getting on my nerves here”', 'If he don’t got on Velcro shoes?! SEND ME SOMEONE ELSE', 'Gene has suspenders that look like a tape measure 😎', 'Gene also wanted me to bring pictures of my finished project so he could look it over like a proud grandpa!', 'Girl u ain’t lied. These HD employees see you coming and they turn around n go the other way. Gene would come looking for u. 😭', 'Gene remodeled my kitchen on the back of my receipt.', 'I was 18 working at a hardware store. I had no business there', 'Thank you for being real 😂', 'I showed Gene a picture of my broken toilet and he sent me home with the part, tools, written instructions and a hug', 'this but the home depot lesbians are the exception 🙏', 'THIS IS SERIOUS BECAUSE NAVEAH WAS NOT HELPFUL ON SATURDAY', 'Covick gottem my love 😭 gene and them are GONE 😭 we gotta givem some grace', 'Dont forget Gene gonna flirt...""You aint got no man at home to do this?""😂😂😂', 'Hahaha that’s exactly what he would say', 'More Rob Swanson less Andy Dwyer', 'also, can we bring back the 50+women with the gym teacher haircuts? them ladies were top tier. they call other stores for you. Barb the Builders!', 'This needs to be a Home Depot commercial!!!!', 'Gene n them 💀', ""My dad Joe works at Lowes and he is a Vietnam Vet fix it dad. They at Lowes ma'am. 🥰""]"
